title,budget,revenue,vote_average,popularity,belongs_to_collection
Underworld: Awakening,70.0,160.112671,6.1,12.345348,True
Red Tails,58.0,50.365377,5.9,7.145835000000001,False
Journey 2: The Mysterious Island,79.0,355.69276,5.8,9.46307,True
Two Rabbits,2.0,1.620436,7.1,2.315249,False
Agneepath,11.097,49.028,6.3,2.589507,False
One for the Money,40.0,36.893721,5.3,6.322435,False
The Grey,25.0,77.278331,6.4,14.31675,False
La Vérité si je Mens ! 3,25.496629,40.924982,5.3,3.81584,True
Chronicle,15.0,145.0,6.6,12.47441,False
The Woman in Black,17.0,127.730736,6.1,8.896678999999999,True
Big Miracle,40.0,24.719215,6.6,6.159379,False
The Vow,30.0,196.11457,7.0,9.524298,False
Safe House,85.0,208.076205,6.3,8.338675,False
Shadow Dancer,6.3,0.419953,5.7,4.38806,False
About Cherry,2.5,0.003003,4.4,5.465669999999999,False
This Means War,65.0,156.974557,5.9,12.366641,False
ATM,3.0,0.00301,5.1,8.950643,False
Wanderlust,35.0,24.159934,5.3,9.295078,False
Act of Valor,12.0,81.272766,6.3,12.159818,False
Sholem Aleichem: Laughing In The Darkness,0.5,0.845188,7.0,0.086226,False
Project X,12.0,100.0,6.5,9.803023,False
The Lorax,70.0,348.840316,6.3,7.689394999999999,False
The Samaritan,12.0,0.002521,5.2,11.52128,False
Red Lights,14.0,13.551174,6.0,11.535478,False
A Thousand Words,40.0,22.044277,6.0,5.446745,False
John Carter,260.0,284.1391,6.1,14.670353,False
The Raven,26.0,29.657751,6.1,7.254242,False
Kahaani,1.2,16.0,7.3,3.174936,False
Bel Ami,9.0,8.303261,5.0,7.720692,False
Iron Sky,7.5,8.135031,5.6,19.561767,True
21 Jump Street,42.0,201.585328,6.7,11.250764,True
The Hunger Games,75.0,691.210692,6.9,20.031667000000002,True
The Pirates! In an Adventure with Scientists!,60.0,118.338361,6.4,10.271517,False
My Way,27.563396,29.19333,6.2,7.847574000000001,False
Mirror Mirror,85.0,183.018522,5.5,14.170182999999998,False
That still Karloson!,4.0,9.938268,3.5,0.712585,False
Wrath of the Titans,150.0,301.0,5.5,7.739903999999999,True
2 Days in New York,8.0,1.653792,5.4,4.68182,True
Dark Tide,25.0,0.432274,4.8,5.405958,False
Sinister,3.0,77.712439,6.8,12.490637,True
A Royal Affair,8.0,7.594693,7.2,8.168448,False
Aquí Entre Nos,1e-06,2.755584,6.0,0.230075,False
HOUBA! On the Trail of the Marsupilami,50.0,48.6,5.0,10.409049000000001,False
American Reunion,50.0,234.989584,6.1,8.10609,True
The Cold Light of Day,20.0,16.863583,4.8,11.112153,False
The Spy,6.0,4.588176,4.6,1.8222459999999998,False
Battleship,209.0,303.025485,5.5,13.106966,False
Lockout,20.0,32.20403,5.8,8.772263,False
The Cabin in the Woods,30.0,66.48608,6.6,14.811957999999999,False
The Three Stooges,30.0,54.819301,4.9,13.371056,False
Think Like a Man,12.0,96.070507,6.9,5.264551,True
Safe,30.0,40.346186,6.3,8.234382,False
The Lucky One,25.0,99.357138,6.8,7.740761999999999,False
To Rome with Love,17.0,73.244881,5.6,7.812646000000001,False
The Avengers,220.0,1519.55791,7.4,89.887648,True
Paradise: Love,3.6,0.024267,6.7,4.6457239999999995,True
Bernie,5.0,9.20647,6.5,5.8751809999999995,False
The Five-Year Engagement,30.0,53.909751,5.7,12.84554,False
The Sessions,1.0,9.138338,6.6,5.760319,False
Grandmaster,0.12,0.13,6.1,0.48542399999999997,False
White Tiger,11.0,7.2,5.9,9.560130000000001,False
Dark Shadows,150.0,245.527149,5.7,10.665859,False
Gabbar Singh,7.0,16.0,5.1,0.7952279999999999,False
Piranha 3DD,5.0,8.493728,4.1,5.6152050000000004,True
The Dictator,65.0,179.379533,5.9,7.446085000000001,False
Moonrise Kingdom,16.0,68.263166,7.6,8.692433,False
Yossi,0.5,0.116207,6.8,1.162001,True
Stolen,35.0,2.106557,5.1,7.759428999999999,False
Rust and Bone,15.4,25.762027,7.1,8.400049000000001,False
What to Expect When You're Expecting,40.0,79.7,5.8,7.271503,False
Laurence Anyways,9.5,0.01225,7.7,8.59498,False
Crooked Arrows,13.0,1.832541,5.6,5.138408999999999,False
Stitches,0.1,0.095,5.5,8.328705000000001,False
On the Road,25.0,8.784318,5.5,7.323283,False
Men in Black 3,225.0,624.026776,6.3,10.684385,True
Cosmopolis,20.5,6.063556,5.1,6.087109,False
Prometheus,130.0,403.170142,6.3,16.624854,True
Snow White and the Huntsman,170.0,396.6,5.8,18.751554000000002,True
For Greater Glory - The True Story of Cristiada,12.0,9.622846,6.4,4.482330999999999,False
Rowdy Rathore,6.7,31.0,5.6,1.312833,False
Madagascar 3: Europe's Most Wanted,145.0,746.921274,6.4,13.829042000000001,True
Eega,5.99,19.45,6.7,8.615159,False
Safety Not Guaranteed,0.75,4.007792,6.8,7.067494,False
Rock of Ages,75.0,59.418613,6.0,12.558042,False
That's My Boy,70.0,58.058367,5.5,8.923755,False
Foodfight!,65.0,0.073706,2.3,6.693589,False
Abraham Lincoln: Vampire Hunter,69.0,112.265139,5.5,7.922636,False
Brave,185.0,538.983207,6.7,15.876341,False
Lay the Favorite,26.35,1.576687,4.9,5.153137999999999,False
Gangs of Wasseypur,1.4,4.1,7.0,9.777219,True
Seeking a Friend for the End of the World,10.0,9.636289,6.3,6.947533,False
Ice Age: Continental Drift,95.0,877.244782,6.2,13.26958,True
Bikini Spring Break,0.5,0.5,3.8,1.946823,False
The Amazing Spider-Man,215.0,752.215857,6.5,31.102266999999998,True
Katy Perry: Part of Me,12.0,32.726956,6.5,8.960713,False
Magic Mike,7.0,167.221571,6.1,8.732425,True
Ted,50.0,549.368315,6.3,19.638605,True
Beasts of the Southern Wild,1.8,21.107746,6.8,5.550496,False
People Like Us,16.0,12.434778,6.6,14.906621,False
Amour,8.9,29.844753,7.5,7.663947,False
A Coffee in Berlin,0.3,2.750275,7.0,7.906219999999999,False
Savages,45.0,82.966152,6.2,13.248022,False
Cocktail,6.4,18.8,6.2,7.950488000000001,False
2016: Obama's America,2.5,33.4,4.6,1.221216,False
The Dark Knight Rises,250.0,1084.939099,7.6,20.58258,True
The Watch,68.0,68.267862,5.3,13.276971,False
Step Up Revolution,33.0,140.470746,6.7,7.859967999999999,True
Diary of a Wimpy Kid: Dog Days,22.0,77.112176,6.0,10.225555,True
Total Recall,125.0,198.802074,5.8,16.42635,False
ParaNorman,60.0,107.139399,6.7,10.425038,False
Bachelorette,3.0,11.947954,5.3,10.893224,False
Hope Springs,30.0,114.281051,5.8,7.255300999999999,False
The Bourne Legacy,130.0,276.572938,6.0,14.89499,True
The Expendables 2,100.0,312.573423,6.1,14.881566000000001,True
The Bullet Vanishes,12.0,0.117629,6.0,1.6754060000000002,False
Robot & Frank,2.5,3.325038,6.8,9.291494,False
Sparkle,14.0,24.637469,5.8,2.2438599999999997,False
Hit & Run,2.0,14.4,5.5,7.148558,False
The Apparition,17.0,9.627492,4.5,7.683008,False
Premium Rush,35.0,31.083599,6.2,5.654783999999999,False
The Hunt,3.8,16.8,7.9,8.462800999999999,False
Lawless,26.0,53.67658,6.8,7.968423,False
The Possession,14.0,85.446075,5.8,7.2864770000000005,False
"Tad, the Lost Explorer",10.5,23.0,5.6,11.003515,False
"For a Good Time, Call...",0.85,1.243961,5.8,10.378756,False
The Act of Killing,1.0,0.444575,7.5,6.373118,False
Fire with Fire,20.0,4.636169,5.6,10.999209,False
The Iceman,20.0,1.969193,6.4,13.132126999999999,False
Love Is All You Need,5.5,10.016934,6.2,4.711231,False
Pieta,0.103,3.62333,6.9,5.194433,False
Voracious,0.011178,0.034659,8.0,0.079287,False
Captive,0.01118,0.024591,5.9,0.6609689999999999,False
The Master,32.0,28.25806,7.0,8.074218,False
Seven Psychopaths,15.0,19.422261,6.7,9.643538000000001,False
Dredd,50.0,41.037742,6.6,12.1524,False
The Words,6.0,13.231461,6.4,6.089971,False
Silver Linings Playbook,21.0,205.738714,7.0,14.488110999999998,False
Quartet,11.0,59.520298,6.4,6.93228,False
Byzantium,10.0,0.089237,6.1,6.794969999999999,False
The Impossible,42.0,180.274123,7.0,10.027434,False
The Lords of Salem,1.5,1.165882,5.1,9.981121,False
The Sweeney,3.7305,6.294161,5.7,5.311336,False
Disconnect,10.0,3.428048,6.9,12.18812,False
Resident Evil: Retribution,65.0,240.159255,5.6,0.948759,True
Smashed,0.5,0.376597,6.3,4.8938120000000005,False
Aftershock,2.0,0.05851,5.3,8.367858,False
Twice Born,13.0,0.018295,6.9,5.849716,False
English Vinglish,2.84,11.62,7.3,3.6114370000000005,False
Barfi,4.437508,2.804874,7.2,3.7790769999999996,False
The Paperboy,12.5,1.353868,5.4,5.526878,False
Arbitrage,12.0,35.485056,6.1,5.808496,False
The Perks of Being a Wallflower,13.0,33.4,7.7,12.775679,False
Hotel Transylvania,85.0,358.375603,6.8,16.231945,True
Killing Them Softly,15.0,37.930465,5.8,6.7773259999999995,False
End of Watch,7.0,48.126384,7.2,7.452789999999999,False
House at the End of the Street,6.9,44.287131,5.6,8.513457,False
Promised Land,15.0,8.138788,6.0,7.06378,False
Looper,30.0,47.042,6.6,12.727269,False
Taken 2,45.0,376.141306,6.1,16.376482,True
Upside Down,60.0,8.106475,6.2,7.37535,False
Pitch Perfect,17.0,115.350426,7.3,11.03595,True
Frankenweenie,39.0,35.287788,6.6,10.296047,False
Soulless,2.8,13.21898,5.5,1.8237740000000002,True
Universal Soldier: Day of Reckoning,11.5,1.402307,5.1,12.887286999999999,True
Silent Hill: Revelation 3D,20.0,52.302796,5.1,5.745206,True
Argo,44.5,232.324128,7.1,14.238234,False
The Snow Queen,7.0,12.4,5.1,6.407641,True
A Company Man,3.5,7.339398,6.6,6.261686,False
Zaytoun,8.0,0.04233,6.6,3.5497379999999996,False
Paranormal Activity 4,5.0,142.817992,5.2,6.188286,True
Alex Cross,45.0,30.353232,5.1,8.279285,True
Pizza,0.24,2.8,5.5,0.602301,False
Best Man Down,1.5,0.001938,6.1,5.875708,False
Skyfall,200.0,1108.561013,6.9,20.309585000000002,True
Fun Size,14.0,11.417362,5.5,6.891823,False
Cloud Atlas,102.0,130.482868,6.6,13.494245999999999,False
Wreck-It Ralph,165.0,471.222889,7.1,13.697597,True
Rita's Last Fairy Tale,0.2,0.486937,7.4,0.560685,False
Burn,0.225,0.1113,7.1,0.466236,False
The Man with the Iron Fists,15.0,15.608545,5.2,8.310945,True
Flight,31.0,161.772375,6.5,10.973822,False
Redd Inc.,0.5,1.0,5.5,5.411012,False
Deadfall,12.0,0.066351,5.6,8.435294,False
Lincoln,65.0,275.29345,6.7,10.680330999999999,False
The Precocious and Brief Life of Sabina Rivas,4.62,2.395,5.0,0.546165,False
The Twilight Saga: Breaking Dawn - Part 2,120.0,829.0,6.1,26.080995,True
Life of Pi,120.0,609.016565,7.2,14.045042,False
Rise of the Guardians,145.0,306.94167,7.1,10.943775,False
Red Dawn,65.0,44.806783,5.3,5.6277870000000005,False
The Hobbit: An Unexpected Journey,250.0,1021.103568,7.0,23.253089000000003,True
Tutto tutto niente niente,5.57975,8.9276,4.8,2.2089060000000003,True
Lost in Thailand,2.2,208.0,6.1,1.789133,False
Ernest & Celestine,12.516654,8.10916,7.6,7.225778999999999,False
Les Misérables,61.0,441.80977,7.2,13.52408,False
Zero Dark Thirty,40.0,132.820716,6.7,9.649303,False
The Guilt Trip,40.0,41.863726,5.4,7.479014,False
This Is 40,35.0,88.058786,5.6,11.418802000000001,False
Jack Reacher,60.0,218.340595,6.3,12.789812,True
The Guillotines,15.0,0.00529,5.4,2.080781,False
Not Fade Away,20.0,0.610792,5.4,2.688548,False
The Worst Christmas of My Life,6.8435,10.703234,5.5,3.8000730000000003,False
Parental Guidance,25.0,119.772232,5.8,11.746053,False
Django Unchained,100.0,425.368238,7.8,19.785025,False
Maniac,6.0,0.031081,5.9,8.804658,False
"Mommies, Happy New Year!",2.0,11.666088,5.3,1.456046,True
Movie 43,6.0,32.438988,4.5,10.895427,False
The Best Offer,13.5,19.255873,7.7,8.995603,False
Phantom,10.0,1.034589,5.5,6.651567,False
Texas Chainsaw 3D,20.0,47.241945,5.3,7.214828,True
The Grandmaster,3.86,64.076736,6.3,8.959821,False
Gangster Squad,60.0,105.200903,6.2,8.581558,False
A Haunted House,2.5,60.141683,5.4,6.531373,True
Hansel & Gretel: Witch Hunters,50.0,224.803475,5.7,10.337211,False
Mama,15.0,146.497771,6.0,16.018525,False
The Hijack That Went South,1.8,0.532269,5.6,0.474578,False
Broken City,56.0,19.701164,5.7,12.136158,False
Parker,35.0,46.216641,5.7,13.963892000000001,False
Sweetwater,7.0,0.006147,6.0,5.799861,False
Spring Breakers,5.0,31.724284,5.0,14.830235,False
Vishwaroopam,17.0,51.0,5.5,1.542355,False
The Berlin File,9.0,48.96521,6.5,7.453745,False
Bullet to the Head,55.0,9.489829,5.2,8.26008,False
Warm Bodies,35.0,116.980662,6.4,10.430238000000001,False
A Good Day to Die Hard,92.0,304.654182,5.2,12.471865,True
Side Effects,30.0,63.372757,6.4,11.645847,False
Special 26,7.1,18.0,6.9,2.78114,False
Safe Haven,28.0,97.59414,6.9,7.598422,False
Identity Thief,35.0,173.96501,5.6,7.321172,False
Beautiful Creatures,60.0,60.052138,5.6,20.485203,False
Long Live Freedom,5.0,0.048125,7.2,2.5130779999999997,False
Escape from Planet Earth,40.0,74.597643,5.7,11.617481,False
Snitch,35.0,42.930462,5.8,13.542675,False
Dark Skies,3.5,25.174316,6.1,26.972326000000002,False
Jack the Giant Slayer,195.0,197.687603,5.5,11.606061,False
Hard to Be a God,7.0,1.310673,6.7,5.921772,False
The Last Exorcism Part II,5.0,15.179302,4.4,5.874458,True
Stoker,12.0,12.077441,6.5,7.222816000000001,False
21 & Over,13.0,48.065672,5.7,11.293560000000001,False
Oz: The Great and Powerful,200.0,491.868548,5.7,11.137329,False
I'm So Excited!,5.0,11.724119,5.8,6.757549000000001,False
No One Lives,2.9,0.074918,5.5,7.202832000000001,False
Camille Claudel 1915,3.512454,0.11586,7.0,0.13401400000000002,False
Camille Claudel 1915,3.512454,0.11586,7.0,0.11006500000000001,False
The Call,13.0,68.572378,6.6,8.611077,False
The Incredible Burt Wonderstone,30.0,27.437881,5.3,9.385769,False
Welcome to the Punch,8.5,0.009747,5.7,7.67857,False
The Croods,135.0,585.178928,6.8,14.757874,True
The Place Beyond the Pines,15.0,35.485608,6.8,7.4926580000000005,False
Olympus Has Fallen,70.0,161.02564,6.2,10.978188000000001,True
Finding Mr. Right,4.881,81.35,6.3,2.32186,False
Amen,0.11,0.27,6.9,1.104156,False
Admission,13.0,18.0,5.5,10.098539,False
The Host,44.0,63.327201,6.0,11.342024,False
G.I. Joe: Retaliation,130.0,371.876278,5.4,10.560608,True
Trance,20.0,24.261569,6.5,7.876299,False
Adore,16.0,0.318982,6.1,12.260159,False
Lootera,4.1,4.3,6.6,1.296259,False
Evil Dead,17.0,97.542952,6.4,12.01525,False
Before Midnight,3.0,11.176469,7.3,11.303239999999999,True
Upstream Color,0.1,0.444098,6.5,8.003815,False
Oblivion,120.0,286.168572,6.4,14.654053,False
Scary Movie 5,20.0,78.378744,4.6,14.27281,True
42,40.0,95.020213,6.8,11.637224,False
Pain & Gain,25.0,86.175291,6.1,9.218002,False
Iron Man 3,200.0,1215.439994,6.8,23.721242999999998,True
Home Run,1.2,2.86102,6.3,1.4724629999999999,False
The Big Wedding,35.0,21.819348,5.7,6.651605,False
Aashiqui 2,1.3,16.0,6.8,2.831069,True
Mud,10.0,21.5877,7.0,7.8815789999999994,False
Soodhu Kavvum,0.31,12.0,7.0,1.217786,False
What Maisie Knew,6.0,1.066471,7.4,8.535611,False
Star Trek Into Darkness,190.0,467.365246,7.4,15.78129,True
Fast & Furious 6,160.0,788.67985,6.7,1.6576369999999998,True
Hummingbird,20.0,8.352885,5.9,8.801032000000001,False
The Great Gatsby,105.0,351.040419,7.3,17.598936,False
Epic,100.0,268.426634,6.4,11.913405000000001,False
The Past,11.0,10.631747,7.1,9.166555,False
The Great Beauty,12.4,8.371085,7.3,8.176134,False
The Hangover Part III,103.0,362.000072,6.0,25.085639,True
On the Job,1.052753,0.466088,6.2,2.934298,False
Behind the Candelabra,23.0,15.6,6.6,7.3394509999999995,False
Now You See Me,75.0,117.698894,7.3,17.852022,True
Only God Forgives,4.8,10.337387,5.6,6.069475,False
After Earth,130.0,243.843127,5.0,10.747641999999999,False
The East,6.5,2.40151,6.5,6.53667,False
Yeh Jawaani Hai Deewani,7.7,46.0,7.1,4.262544,False
The Purge,3.0,89.328627,6.0,23.207663,True
The Way Way Back,4.6,23.198652,7.1,10.342737,False
The Internship,58.0,44.0,6.1,0.393865,False
Man of Steel,225.0,662.845518,6.5,18.538834,True
The Bling Ring,15.0,19.145732,5.3,7.913028999999999,False
This Is the End,32.0,126.041322,6.2,11.414048,False
Legends of Oz: Dorothy's Return,70.0,18.662027,5.8,6.660309,False
World War Z,200.0,531.865,6.7,26.114917000000002,True
Monsters University,200.0,743.559607,7.0,16.267502,True
Raanjhanaa,6.4,18.0,6.3,1.8561009999999998,False
Despicable Me 2,76.0,970.761885,7.0,24.82355,True
White House Down,150.0,205.366737,6.3,9.920223,False
The Heat,43.0,158.67418,6.5,12.706403,False
The Lone Ranger,255.0,89.28991,5.9,12.729104,False
The Immigrant,16.0,5.867686,6.2,6.985914999999999,False
Hunting Elephants,2.3,4.5,6.2,1.0506440000000001,False
Man of Tai Chi,25.0,2.054941,5.8,11.829231,False
Grown Ups 2,80.0,246.984278,5.8,9.411725,True
Turbo,135.0,282.570682,6.1,8.979753,False
Pacific Rim,180.0,407.602906,6.7,33.949359,True
Bhaag Milkha Bhaag,4.6,25.0,7.3,4.342418,False
Kick-Ass 2,28.0,60.7,6.3,13.570264000000002,True
R.I.P.D.,130.0,61.6485,5.4,9.369679,False
Underdogs,22.0,24.0,6.0,14.347930999999999,False
The Conjuring,13.0,318.000141,7.4,14.901689999999999,True
The World's End,20.0,46.089287,6.7,9.830382,False
The Frozen Ground,27.22,5.496951,6.1,12.388833,False
Khumba,20.0,27.187375,5.8,5.219666999999999,False
Instructions Not Included,5.5,99.067206,7.5,6.5078949999999995,False
The Wind Rises,30.0,117.932401,7.7,9.310866,False
The Wolverine,120.0,415.440673,6.3,3.9182870000000003,True
Alan Partridge: Alpha Papa,4.0,9.8,6.5,10.130541000000001,False
The To Do List,1.5,3.566225,5.5,7.081403999999999,False
Blue Jasmine,18.0,99.206215,7.0,12.61244,False
The Canyons,0.25,0.056825,4.1,4.281631,False
The Smurfs 2,105.0,347.434178,5.5,10.640864,True
Snowpiercer,39.2,86.758912,6.7,14.131905999999999,False
2 Guns,61.0,131.940411,6.6,13.336511999999999,False
The Spectacular Now,2.5,6.854611,6.8,8.098964,False
Percy Jackson: Sea of Monsters,90.0,174.578751,5.9,10.338222,True
Make Your Move,1.5e-05,0.000122,6.2,6.792607,False
Elysium,115.0,286.1407,6.4,15.232738000000001,False
We're the Millers,37.0,269.994119,6.8,18.474368,True
Lovelace,10.0,1.585582,6.0,6.3835120000000005,False
Chennai Express,18.0,62.0,6.5,4.19356,False
In a World...,1.0,2.963902,6.4,9.769134,False
Planes,50.0,219.788712,5.7,11.604181,True
Paranoia,35.0,13.785015,5.6,7.249581,False
Austenland,4.9,2.159041,6.6,8.076305,False
Jobs,12.0,35.93141,6.0,14.294019,False
The Butler,25.0,115.922175,7.2,11.061894,False
About Time,12.0,87.100449,7.8,11.213913,False
The Mortal Instruments: City of Bones,60.0,90.565421,6.2,14.336186999999999,False
Blood Ties,25.5,2.415472,6.0,14.934555,False
Madras Cafe,5.4,6.5,6.9,2.39989,False
Getaway,18.0,10.501938,4.9,13.224288,False
Wolf Creek 2,8.0,9.630444,5.9,6.842107,True
Of Horses and Men,1e-05,1.1e-05,6.9,2.8614509999999997,False
Rush,38.0,90.247624,7.7,10.63552,False
Riddick,38.0,98.337295,6.2,9.596377,True
The Sacrament,4.0,0.009221,5.6,5.350658,False
Empire State,11.0,3.639345,4.9,9.003792,False
Bad Words,9.5,7.8,6.4,5.8471660000000005,False
Space Pirate Captain Harlock,30.0,17.137302,6.4,7.857666,True
Dallas Buyers Club,5.0,55.198285,7.9,14.785719,False
Begin Again,8.0,63.464861,7.3,10.289628,False
What If,11.0,7.847,6.7,10.841891,False
Belle,10.9,16.50546,7.2,13.454169,False
Oculus,5.0,44.030246,6.3,8.698042999999998,False
Third Person,28.0,1.749201,5.8,8.808328,False
Jimmy P.,10.0,0.030283,6.0,4.50333,False
Machete Kills,12.0,15.008161,5.3,9.251084,True
Grand Masti,5.5,47.0,4.6,1.250293,True
The Family,30.0,36.894225,6.1,8.047735000000001,False
Life of Crime,12.0,0.265452,5.5,17.788579000000002,False
Prisoners,46.0,122.126687,7.9,11.96262,False
Diana,15.0,21.766271,5.3,5.348746,False
The Lunchbox,1.0,4.235151,7.3,10.766409,False
Battle of the Year,20.0,16.549477,5.9,5.0739,False
Nebraska,12.0,17.654912,7.4,11.160699000000001,False
Filth,5.0,9.114264,6.8,14.970485,False
Runner Runner,30.0,62.616646,5.5,8.864607000000001,False
Metallica: Through the Never,18.0,7.972967,6.7,5.229975,False
Cloudy with a Chance of Meatballs 2,78.0,248.384621,6.4,14.412060999999998,True
Nothing Left to Fear,3.0,1.675381,4.6,5.317284,False
Gravity,105.0,716.392705,7.3,18.50194,False
Baggage Claim,8.5,22.456509,5.6,5.590678,False
Nurse 3-D,1e-05,10.0,4.9,5.192042,False
Parkland,10.0,0.653651,5.8,6.71518,False
Inside Llewyn Davis,11.0,32.935319,7.2,10.838063,False
Escape Plan,50.0,122.915111,6.7,14.191610999999998,False
Stalingrad,30.0,68.129518,5.7,0.5951960000000001,False
Blue Is the Warmest Color,4.3,10.165694,7.2,4.938148,False
Delivery Man,26.0,51.164106,6.2,13.548808,False
Captain Phillips,55.0,95.0,7.6,13.776067999999999,False
CBGB,5.0,0.0404,6.5,3.7117720000000003,False
The Fifth Estate,28.0,8.555008,5.7,10.850442,False
Mindscape,4.357373,1.2,6.5,10.860471,False
Carrie,30.0,82.394288,5.8,18.399055,False
The Young and Prodigious T.S. Spivet,33.0,9.494789,6.7,6.839535000000001,False
Gimme Shelter,7.5,1.35991,6.4,5.636855000000001,False
All Is Lost,9.0,6.10872,6.6,12.74965,False
12 Years a Slave,20.0,187.0,7.9,30.316249,False
Lucia,0.079,0.17,6.8,0.449582,False
Bad Grandpa,15.0,151.831537,6.0,8.000867,True
Ender's Game,110.0,125.537191,6.6,12.500305,False
The Counselor,25.0,71.009334,5.0,14.723645999999999,False
Ida,2.15928,15.298355,7.1,8.651053,False
The Face of Love,4.0,0.350006,5.9,2.999052,False
Thor: The Dark World,170.0,644.571402,6.8,34.905446999999995,True
Free Birds,55.0,110.0,5.7,7.7132309999999995,False
Arrambam,9.2,21.0,6.0,0.882864,False
Last Vegas,28.0,134.40245,6.4,9.157369000000001,False
Philomena,12.0,100.129872,7.4,6.927182000000001,False
A Perfect Man,5.0,0.000388,4.8,1.7402419999999998,False
Ragnarok,6.5,3.721345,5.7,11.365247,False
Oldboy,30.0,4.861022,5.9,7.882353,False
The Best Man Holiday,17.0,71.625195,6.7,6.102021,True
The Hunger Games: Catching Fire,130.0,847.423452,7.4,25.309139000000002,True
Saving Mr. Banks,35.0,112.54458,7.3,15.130888,False
Minuscule: Valley of the Lost Ants,19.7,30.0,6.6,6.583428,False
The Tale of the Princess Kaguya,49.3,24.186232,8.0,7.566053,False
Black Nativity,17.5,7.018189,5.8,5.346121,False
Homefront,22.0,43.058898,6.4,9.896704,False
Frozen,150.0,1274.219009,7.3,24.248243,True
The Adventurer: The Curse of the Midas Box,25.0,0.006399,5.1,5.955203,False
Lucky Island,2.0,4.803665,4.5,0.536756,False
47 Ronin,175.0,150.962475,5.9,14.889370000000001,False
Mandela: Long Walk to Freedom,35.0,27.33,6.5,11.318079,False
Out of the Furnace,22.0,15.4,6.5,6.760321,False
The Hobbit: The Desolation of Smaug,250.0,958.4,7.6,20.644776,True
American Hustle,40.0,251.171807,6.8,16.478036,False
F.C. De Kampioenen: Kampioen zijn blijft plezant,3.849796,7.471304,6.3,0.8521860000000001,True
Her,23.0,47.351251,7.9,13.829514999999999,False
Anchorman 2: The Legend Continues,50.0,173.649015,6.0,7.600751,True
Walking With Dinosaurs,80.0,126.546518,5.2,8.883866000000001,False
Dhoom 3,19.5,91.0,6.0,5.326716,True
The Secret Life of Walter Mitty,90.0,188.133322,7.0,8.684892,False
Drishyam,0.75,12.0,8.1,1.9087610000000002,False
Lone Survivor,40.0,149.295601,7.4,10.855502,False
The Physician,32.0,57.284237,7.2,13.332386999999999,False
The Wolf of Wall Street,100.0,392.000694,7.9,16.382422000000002,False
Grudge Match,40.0,44.90726,6.0,11.655588,False
August: Osage County,25.0,74.188937,6.9,6.954296,False
The Railway Man,18.0,22.309223,6.7,6.0994209999999995,False
Labor Day,18.0,20.275812,6.7,6.108646,False
Faster than Rabbits,3.0,5.279982,6.3,1.14731,True
Paranormal Activity: The Marked Ones,5.0,86.362372,5.2,8.898522999999999,True
The Zero Theorem,8.5,0.770706,5.9,10.990614,False
Ride Along,25.0,153.997819,6.1,9.895752,True
Devil's Due,7.0,36.433975,4.4,10.591125,False
Yves Saint Laurent,12.0,21.02629,6.4,4.7262379999999995,False
Human Capital,6.0,5.80933,7.4,7.217205,False
The Legend of Hercules,70.0,61.279452,4.4,6.599539,False
Veeram,5.9,19.0,5.8,1.915168,False
Jack Ryan: Shadow Recruit,60.0,50.549107,5.9,11.234862,True
Wish I Was Here,5.5,5.483299,6.4,6.1492949999999995,False
Infinitely Polar Bear,6.7,1.430655,6.9,6.502973,False
A Girl Walks Home Alone at Night,1.0,0.395,6.9,6.039895,False
Song One,6.0,0.032251,5.5,6.743182000000001,False
"I, Frankenstein",65.0,71.154592,5.1,9.415817,False
The Monuments Men,70.0,154.984035,5.8,11.132411,False
Non-Stop,50.0,222.8096,6.8,19.650229,False
That Awkward Moment,8.0,26.049082,6.1,8.060402999999999,False
RoboCop,120.0,242.688965,5.7,10.246549,True
Forbidden Kingdom,26.0,34.592118,4.9,5.653476,True
Justice League: War,3.5,5.155325,7.0,8.138622,True
Barefoot,6.0,0.015071,6.3,5.939334,False
The Lego Movie,60.0,469.160692,7.5,16.418132999999997,True
Mr. Peabody & Sherman,145.0,272.91243,6.7,9.493838,False
Ohm Shanthi Oshaana,0.22,1.5,6.9,0.633359,False
Aloft,8.0,0.053086,5.1,3.8516529999999998,False
Endless Love,20.0,34.07792,6.7,8.757277,False
Beauty and the Beast,33.0,49.1,5.8,19.628834,False
Winter's Tale,60.0,30.800231,6.0,7.363527,False
About Last Night,12.5,49.002684,6.0,9.543004,False
3 Days to Kill,28.0,52.597999,6.0,17.861119,False
Pompeii,130.0,117.831631,5.2,12.204174,False
The Grand Budapest Hotel,30.0,174.600318,8.0,14.442048000000002,False
Easy on the Eyes,2.153912,4.86456,3.9,0.334881,False
Son of God,22.0,67.800064,5.9,6.477291999999999,False
Repentance,5.0,1.189612,5.1,1.9628729999999999,False
300: Rise of an Empire,110.0,337.580051,6.1,12.904677000000001,True
Need for Speed,66.0,203.277636,6.1,18.271383,False
Veronica Mars,6.0,3.485127,6.5,7.510159,False
Better Living Through Chemistry,5.0,0.075143,5.9,7.392294000000001,False
Under the Skin,13.3,5.380251,6.0,6.707974,False
Divergent,85.0,288.747895,6.9,21.572585,True
The Signal,4.0,0.600896,5.8,8.536786,False
Rio 2,103.0,500.188435,6.3,8.18534,True
Muppets Most Wanted,50.0,80.38329,6.2,7.244956,True
Captain America: The Winter Soldier,170.0,714.766572,7.6,18.717704,True
Noah,125.0,362.637473,5.5,14.924487,False
